254, 2017-11 ,2322,8.4,历史|历史地理|旅行|罗新|蒙元史|游记|历史学|民族史
255, 2021-6 ,10,0,古典学|思想史|古希腊|哲学|历史|希腊|世界史|教育
256, 2013-3 ,3975,8.8,历史|纪实|二战|新闻|外国文学|法国|董乐山|读库
257, 2015-8-1 ,4055,8.6,历史|英国史|金雀花王朝|英国|欧洲史|欧洲历史|世界史|历史学
258, 2016-11 ,7650,8.3,历史|丝绸之路|世界史|全球史|社会/历史|文化|全球化|好书，值得一读
259, 2021-3-1 ,662,8.2,围棋|读库|历史|科普读物|2021|文化研究|日本|中国
260, 2005-1 ,1041,9.3,城市|城市规划|历史|城市史|建筑|社会学|城市设计|理论
261, 2020-7-1 ,835,7,历史|中国历史|有趣|深度|好书，值得一读
262, 2016-11 ,1086,8.7,蒋梦麟|近代史|回忆录|历史|民国|传记|自传|中国
263, 2011-1 ,179,9.3,毛泽东|传记|人物传记|中国史.近现代|历史|社科历史|党史|近代史
264, 2021-5 ,51,8.2,沈从文|传记|文学|广西师范大学出版社|历史|近代史|社会学|人文
265, 2021-4 ,44,9.2,一战|历史|甲骨文|政治学|社会学|英国|社会科学|社会
266, 2006-5 ,19691,8.4,林语堂|传记|苏东坡|苏东坡传|历史|苏轼|中国文学|人物传记
267, 2020-7 ,158,8.9,历史|犹太|文化|犹太教|宗教|世界史|2020|yy
268, 1989-1-1 ,7596,9.2,托克维尔|民主|美国|政治学|政治|社会学|政治哲学|历史
